"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","3/171","388/23189",0.0077319587628866,1.04851691083379,0.0830668925770292,0.54744227819475,0.63498121455364,0.560563971999623,"Dusp10/Cd109/Tgfb1",3
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","1/171","107/23189",0.00934579439252336,1.2673662349019,0.238922823792631,0.547869282310292,0.63498121455364,0.560563971999623,"Dusp10",1
"GO:0009063","GO:0009063","amino acid catabolic process","1/171","107/23189",0.00934579439252336,1.2673662349019,0.238922823792631,0.547869282310292,0.63498121455364,0.560563971999623,"Uroc1",1
"GO:0032890","GO:0032890","regulation of organic acid transport","1/171","107/23189",0.00934579439252336,1.2673662349019,0.238922823792631,0.547869282310292,0.63498121455364,0.560563971999623,"Pla2g4a",1
"GO:0042632","GO:0042632","cholesterol homeostasis","1/171","107/23189",0.00934579439252336,1.2673662349019,0.238922823792631,0.547869282310292,0.63498121455364,0.560563971999623,"Hdac9",1
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","1/171","107/23189",0.00934579439252336,1.2673662349019,0.238922823792631,0.547869282310292,0.63498121455364,0.560563971999623,"Slc24a4",1
"GO:1904019","GO:1904019","epithelial cell apoptotic process","1/171","107/23189",0.00934579439252336,1.2673662349019,0.238922823792631,0.547869282310292,0.63498121455364,0.560563971999623,"Bcl2l1",1
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","2/171","248/23189",0.00806451612903226,1.09361441237502,0.127749230162317,0.547880024497597,0.63498121455364,0.560563971999623,"Nabp1/Ccng1",2
"GO:0048469","GO:0048469","cell maturation","2/171","248/23189",0.00806451612903226,1.09361441237502,0.127749230162317,0.547880024497597,0.63498121455364,0.560563971999623,"Gldn/Tgfb1",2
"GO:0019216","GO:0019216","regulation of lipid metabolic process","3/171","390/23189",0.00769230769230769,1.04313990103464,0.0740541594539635,0.550927597989744,0.636752791031184,0.562127926844572,"Sphk1/Egr1/Pla2g4a",3
"GO:0050807","GO:0050807","regulation of synapse organization","3/171","390/23189",0.00769230769230769,1.04313990103464,0.0740541594539635,0.550927597989744,0.636752791031184,0.562127926844572,"Cacna2d3/Dcx/Sparcl1",3
"GO:0061458","GO:0061458","reproductive system development","3/171","390/23189",0.00769230769230769,1.04313990103464,0.0740541594539635,0.550927597989744,0.636752791031184,0.562127926844572,"Hmga2/Pla2g4a/Bcl2l1",3
"GO:0001843","GO:0001843","neural tube closure","1/171","108/23189",0.00925925925925926,1.25563136235651,0.22950629918674,0.551218834026995,0.636752791031184,0.562127926844572,"Tgfb1",1
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","1/171","108/23189",0.00925925925925926,1.25563136235651,0.22950629918674,0.551218834026995,0.636752791031184,0.562127926844572,"Tgfb1",1
"GO:0021675","GO:0021675","nerve development","1/171","108/23189",0.00925925925925926,1.25563136235651,0.22950629918674,0.551218834026995,0.636752791031184,0.562127926844572,"Slc24a4",1
"GO:0055092","GO:0055092","sterol homeostasis","1/171","108/23189",0.00925925925925926,1.25563136235651,0.22950629918674,0.551218834026995,0.636752791031184,0.562127926844572,"Hdac9",1
"GO:0070585","GO:0070585","protein localization to mitochondrion","1/171","108/23189",0.00925925925925926,1.25563136235651,0.22950629918674,0.551218834026995,0.636752791031184,0.562127926844572,"Isg15",1
"GO:0016054","GO:0016054","organic acid catabolic process","2/171","250/23189",0.008,1.08486549707602,0.116281287335165,0.55223242809176,0.637400349733475,0.562699594273371,"Uroc1/Dcxr",2
"GO:0046395","GO:0046395","carboxylic acid catabolic process","2/171","250/23189",0.008,1.08486549707602,0.116281287335165,0.55223242809176,0.637400349733475,0.562699594273371,"Uroc1/Dcxr",2
"GO:0021953","GO:0021953","central nervous system neuron differentiation","2/171","251/23189",0.00796812749003984,1.0805433237809,0.110582025974656,0.554397617713776,0.638496732491967,0.563667485385495,"Dcx/Dclk2",2
"GO:0060348","GO:0060348","bone development","2/171","251/23189",0.00796812749003984,1.0805433237809,0.110582025974656,0.554397617713776,0.638496732491967,0.563667485385495,"Ecm1/Tgfb1",2
"GO:0010631","GO:0010631","epithelial cell migration","1/171","109/23189",0.0091743119266055,1.24411180857342,0.220181103120758,0.554543715071204,0.638496732491967,0.563667485385495,"Dusp10",1
"GO:0046849","GO:0046849","bone remodeling","1/171","109/23189",0.0091743119266055,1.24411180857342,0.220181103120758,0.554543715071204,0.638496732491967,0.563667485385495,"Itgb3",1
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","1/171","109/23189",0.0091743119266055,1.24411180857342,0.220181103120758,0.554543715071204,0.638496732491967,0.563667485385495,"Wnt9a",1
"GO:0060606","GO:0060606","tube closure","1/171","109/23189",0.0091743119266055,1.24411180857342,0.220181103120758,0.554543715071204,0.638496732491967,0.563667485385495,"Tgfb1",1
"GO:0006885","GO:0006885","regulation of pH","1/171","110/23189",0.00909090909090909,1.23280170122275,0.210945325920349,0.55784410609039,0.640723801852391,0.565633551180804,"Oca2",1
"GO:0034308","GO:0034308","primary alcohol metabolic process","1/171","110/23189",0.00909090909090909,1.23280170122275,0.210945325920349,0.55784410609039,0.640723801852391,0.565633551180804,"Akr1c13",1
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","1/171","110/23189",0.00909090909090909,1.23280170122275,0.210945325920349,0.55784410609039,0.640723801852391,0.565633551180804,"Ccn2",1
"GO:0051899","GO:0051899","membrane depolarization","1/171","110/23189",0.00909090909090909,1.23280170122275,0.210945325920349,0.55784410609039,0.640723801852391,0.565633551180804,"Chrna1",1
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","1/171","110/23189",0.00909090909090909,1.23280170122275,0.210945325920349,0.55784410609039,0.640723801852391,0.565633551180804,"Tgfb1",1
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","1/171","110/23189",0.00909090909090909,1.23280170122275,0.210945325920349,0.55784410609039,0.640723801852391,0.565633551180804,"Bcl2l1",1
"GO:0045926","GO:0045926","negative regulation of growth","2/171","253/23189",0.00790513833992095,1.07200147932413,0.0992518814708334,0.558705920644396,0.641451840348156,0.566276266495211,"Dusp10/Tgfb1",2
"GO:0006576","GO:0006576","biogenic amine metabolic process","1/171","111/23189",0.00900900900900901,1.22169537959012,0.201797115927492,0.561120186417031,0.642912135414302,0.567565420857275,"Moxd1",1
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","1/171","111/23189",0.00900900900900901,1.22169537959012,0.201797115927492,0.561120186417031,0.642912135414302,0.567565420857275,"Palld",1
"GO:0019915","GO:0019915","lipid storage","1/171","111/23189",0.00900900900900901,1.22169537959012,0.201797115927492,0.561120186417031,0.642912135414302,0.567565420857275,"Itgb3",1
"GO:0030101","GO:0030101","natural killer cell activation","1/171","111/23189",0.00900900900900901,1.22169537959012,0.201797115927492,0.561120186417031,0.642912135414302,0.567565420857275,"Lgals9",1
"GO:0140029","GO:0140029","exocytic process","1/171","111/23189",0.00900900900900901,1.22169537959012,0.201797115927492,0.561120186417031,0.642912135414302,0.567565420857275,"Rph3al",1
"GO:0050907","GO:0050907","detection of chemical stimulus involved in sensory perception","3/171","397/23189",0.00755667506297229,1.02474700605418,0.0428669523321924,0.563001983396154,0.644805690385339,0.569237058807242,"Or2bd2/Rtp4/Slc24a4",3
"GO:0006112","GO:0006112","energy reserve metabolic process","1/171","112/23189",0.00892857142857143,1.21078738512949,0.192734677216549,0.564372134078124,0.645062219860211,0.569463524060187,"Prlh",1
"GO:0035418","GO:0035418","protein localization to synapse","1/171","112/23189",0.00892857142857143,1.21078738512949,0.192734677216549,0.564372134078124,0.645062219860211,0.569463524060187,"Mylk",1
"GO:0050795","GO:0050795","regulation of behavior","1/171","112/23189",0.00892857142857143,1.21078738512949,0.192734677216549,0.564372134078124,0.645062219860211,0.569463524060187,"Slc24a4",1
"GO:0090132","GO:0090132","epithelium migration","1/171","112/23189",0.00892857142857143,1.21078738512949,0.192734677216549,0.564372134078124,0.645062219860211,0.569463524060187,"Dusp10",1
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","1/171","112/23189",0.00892857142857143,1.21078738512949,0.192734677216549,0.564372134078124,0.645062219860211,0.569463524060187,"Nfatc1",1
"GO:0050803","GO:0050803","regulation of synapse structure or activity","3/171","398/23189",0.00753768844221105,1.02217226483294,0.0384561506956962,0.564710934749269,0.645122964609364,0.569517149769236,"Cacna2d3/Dcx/Sparcl1",3
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","2/171","256/23189",0.0078125,1.0594389619883,0.0824245665230607,0.565113044691571,0.645122964609364,0.569517149769236,"Egr1/Tgfb1",2
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","2/171","256/23189",0.0078125,1.0594389619883,0.0824245665230607,0.565113044691571,0.645122964609364,0.569517149769236,"Lgals3/Bcl2l1",2
"GO:0006887","GO:0006887","exocytosis","3/171","399/23189",0.0075187969924812,1.01961042958273,0.0340562872906097,0.566415856301645,0.646086023361503,0.570367341911925,"Lgals9/Rph3al/Bcl2l1",3
"GO:0050890","GO:0050890","cognition","3/171","399/23189",0.0075187969924812,1.01961042958273,0.0340562872906097,0.566415856301645,0.646086023361503,0.570367341911925,"Egr1/Rapgef3/Specc1",3
"GO:0001657","GO:0001657","ureteric bud development","1/171","113/23189",0.00884955752212389,1.20007245251772,0.183756267420126,0.567600125804632,0.646127327675661,0.570403805526713,"Tgfb1",1
"GO:0007006","GO:0007006","mitochondrial membrane organization","1/171","113/23189",0.00884955752212389,1.20007245251772,0.183756267420126,0.567600125804632,0.646127327675661,0.570403805526713,"Bcl2l1",1
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","1/171","113/23189",0.00884955752212389,1.20007245251772,0.183756267420126,0.567600125804632,0.646127327675661,0.570403805526713,"Pla2g4a",1
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","1/171","113/23189",0.00884955752212389,1.20007245251772,0.183756267420126,0.567600125804632,0.646127327675661,0.570403805526713,"Irgm1",1
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","1/171","113/23189",0.00884955752212389,1.20007245251772,0.183756267420126,0.567600125804632,0.646127327675661,0.570403805526713,"Irgm1",1
"GO:0048167","GO:0048167","regulation of synaptic plasticity","3/171","401/23189",0.00748129675810474,1.01452509078182,0.0252891274125785,0.569813559921207,0.648201535283699,0.572234924351749,"Egr1/Mgll/Bcl2l1",3
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","1/171","114/23189",0.0087719298245614,1.18954550117985,0.174860195658515,0.570804337040869,0.648201535283699,0.572234924351749,"Dock2",1
"GO:0003333","GO:0003333","amino acid transmembrane transport","1/171","114/23189",0.0087719298245614,1.18954550117985,0.174860195658515,0.570804337040869,0.648201535283699,0.572234924351749,"Slc7a8",1
"GO:0006970","GO:0006970","response to osmotic stress","1/171","114/23189",0.0087719298245614,1.18954550117985,0.174860195658515,0.570804337040869,0.648201535283699,0.572234924351749,"Mylk",1
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","1/171","114/23189",0.0087719298245614,1.18954550117985,0.174860195658515,0.570804337040869,0.648201535283699,0.572234924351749,"Bcl2l1",1
"GO:0019226","GO:0019226","transmission of nerve impulse","1/171","114/23189",0.0087719298245614,1.18954550117985,0.174860195658515,0.570804337040869,0.648201535283699,0.572234924351749,"Chrna1",1
"GO:0009913","GO:0009913","epidermal cell differentiation","2/171","260/23189",0.00769230769230769,1.04313990103464,0.0602933159613143,0.573552257946395,0.650762943858989,0.574496146151653,"Cd109/Palld",2
"GO:0014020","GO:0014020","primary neural tube formation","1/171","115/23189",0.00869565217391304,1.17920162725655,0.166044820566898,0.573984941953806,0.650762943858989,0.574496146151653,"Tgfb1",1
"GO:0042310","GO:0042310","vasoconstriction","1/171","115/23189",0.00869565217391304,1.17920162725655,0.166044820566898,0.573984941953806,0.650762943858989,0.574496146151653,"Mgll",1
"GO:0060349","GO:0060349","bone morphogenesis","1/171","115/23189",0.00869565217391304,1.17920162725655,0.166044820566898,0.573984941953806,0.650762943858989,0.574496146151653,"Tgfb1",1
"GO:0060562","GO:0060562","epithelial tube morphogenesis","3/171","404/23189",0.00742574257425743,1.00699148862255,0.0122188892802938,0.574879585151333,0.651514761424023,0.575159853724122,"Nfatc1/Tgfb1/Hmga2",3
"GO:0022904","GO:0022904","respiratory electron transport chain","1/171","116/23189",0.00862068965517241,1.16903609598709,0.1573085484149,0.577142113442317,0.653026902785154,0.576494778204079,"Cox6a2",1
"GO:0030301","GO:0030301","cholesterol transport","1/171","116/23189",0.00862068965517241,1.16903609598709,0.1573085484149,0.577142113442317,0.653026902785154,0.576494778204079,"Osbpl6",1
"GO:0042542","GO:0042542","response to hydrogen peroxide","1/171","116/23189",0.00862068965517241,1.16903609598709,0.1573085484149,0.577142113442317,0.653026902785154,0.576494778204079,"Sphk1",1
"GO:0048640","GO:0048640","negative regulation of developmental growth","1/171","116/23189",0.00862068965517241,1.16903609598709,0.1573085484149,0.577142113442317,0.653026902785154,0.576494778204079,"Dusp10",1
"GO:0099504","GO:0099504","synaptic vesicle cycle","2/171","262/23189",0.00763358778625954,1.03517700102674,0.0493550674536477,0.577727337949968,0.653426338018975,0.576847401236218,"Rph3al/Bcl2l1",2
"GO:0006641","GO:0006641","triglyceride metabolic process","1/171","117/23189",0.00854700854700855,1.15904433448293,0.148649831313385,0.580276023146359,0.654730043758562,0.577998317910525,"Mgll",1
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","1/171","117/23189",0.00854700854700855,1.15904433448293,0.148649831313385,0.580276023146359,0.654730043758562,0.577998317910525,"Hmga2",1
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","1/171","117/23189",0.00854700854700855,1.15904433448293,0.148649831313385,0.580276023146359,0.654730043758562,0.577998317910525,"Shcbp1l",1
"GO:0071774","GO:0071774","response to fibroblast growth factor","1/171","117/23189",0.00854700854700855,1.15904433448293,0.148649831313385,0.580276023146359,0.654730043758562,0.577998317910525,"Ccn2",1
"GO:0072163","GO:0072163","mesonephric epithelium development","1/171","117/23189",0.00854700854700855,1.15904433448293,0.148649831313385,0.580276023146359,0.654730043758562,0.577998317910525,"Tgfb1",1
"GO:0072164","GO:0072164","mesonephric tubule development","1/171","117/23189",0.00854700854700855,1.15904433448293,0.148649831313385,0.580276023146359,0.654730043758562,0.577998317910525,"Tgfb1",1
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","2/171","264/23189",0.00757575757575758,1.02733475101896,0.0384997865655431,0.581872677691214,0.656268422854941,0.579356405168765,"Nfatc1/Ccng1",2
"GO:0005976","GO:0005976","polysaccharide metabolic process","1/171","118/23189",0.00847457627118644,1.14922192486867,0.140067165503742,0.583386841456084,0.656660228742968,0.57970229298373,"Tgfb1",1
"GO:0010660","GO:0010660","regulation of muscle cell apoptotic process","1/171","118/23189",0.00847457627118644,1.14922192486867,0.140067165503742,0.583386841456084,0.656660228742968,0.57970229298373,"Rapgef3",1
